MONTH,BOROUGH,BOROUGH_ID,COMMUNITYDISTRICT,BORO_CD,REFUSETONSCOLLECTED,PAPERTONSCOLLECTED,MGPTONSCOLLECTED
2020 / 07,Staten Island,5,01,501,6389.2,704,986.8
2020 / 07,Staten Island,5,02,502,4921.8,602.7,789.1
2020 / 07,Staten Island,5,03,503,6772.4,900.7,960.4
2020 / 06,Manhattan,1,01,101,1207.8,286,224.9
2020 / 06,Manhattan,1,02,102,1696.7,366.2,320.2
2020 / 06,Manhattan,1,03,103,3002.9,300.2,324.8
2020 / 06,Manhattan,1,04,104,2298.1,409.7,381.8
2020 / 06,Manhattan,1,05,105,1147.4,231,181.8
2020 / 06,Manhattan,1,06,106,2637.9,426.8,387.5
2020 / 06,Manhattan,1,07,107,4286,913.8,774.1
2020 / 06,Manhattan,1,08,108,4320.8,902.5,741.6
2020 / 06,Manhattan,1,09,109,2331.2,259.9,290.4
2020 / 06,Manhattan,1,10,110,2885.8,306.7,302.7
2020 / 06,Manhattan,1,11,111,2354,236.4,217.2
2020 / 06,Manhattan,1,12,112,5361.5,533.9,585.8
2020 / 06,Bronx,2,01,201,2430.3,207.1,209.4
2020 / 06,Bronx,2,02,202,1789.9,145.1,177.1
2020 / 06,Bronx,2,03,203,2354,240.5,276.5
2020 / 06,Bronx,2,04,204,4684.4,433.8,535.5
2020 / 06,Bronx,2,05,205,4088.9,350.4,468.3
2020 / 06,Bronx,2,06,206,2728.9,243.8,292.8
2020 / 06,Bronx,2,07,207,4286.6,427.7,607.1
2020 / 06,Bronx,2,08,208,2686.7,412.5,487.6
2020 / 06,Bronx,2,09,209,4423.5,326,497.1
2020 / 06,Bronx,2,10,210,3135.3,341.9,580.2
2020 / 06,Bronx,2,11,211,3745.5,345.4,521.1
2020 / 06,Bronx,2,12,212,4863.3,487.1,797.5
2020 / 06,Brooklyn,3,01,301,5831.8,730.3,612.6
2020 / 06,Brooklyn,3,02,302,2608.2,489.3,478
2020 / 06,Brooklyn,3,03,303,4770.1,491.5,534.9
2020 / 06,Brooklyn,3,04,304,3813,373,501.8
2020 / 06,Brooklyn,3,05,305,5753.7,376.3,590.9
2020 / 06,Brooklyn,3,06,306,2357.8,544.4,488
2020 / 06,Brooklyn,3,07,307,3695.2,482.4,508.1
2020 / 06,Brooklyn,3,08,308,2995,379.8,391.6
2020 / 06,Brooklyn,3,09,309,3240.9,315.8,292.2
2020 / 06,Brooklyn,3,10,310,3877.5,549,595.6
2020 / 06,Brooklyn,3,11,311,5760.6,655.5,733.3
2020 / 06,Brooklyn,3,12,312,6530.9,792,442.9
2020 / 06,Brooklyn,3,13,313,2383.7,215.9,287.5
2020 / 06,Brooklyn,3,14,314,5303.7,559.8,543.8
2020 / 06,Brooklyn,3,15,315,4932.7,598.7,627.6
2020 / 06,Brooklyn,3,16,316,2596.3,142.4,217.4
2020 / 06,Brooklyn,3,17,317,5294.7,392.5,607.7
2020 / 06,Brooklyn,3,18,318,6653.2,662.1,842.6
2020 / 06,Queens,4,01,401,4641.7,724.4,830.2
2020 / 06,Queens,4,02,402,3485.3,478.1,500
2020 / 06,Queens,4,03,403,6035.7,452.7,672.7
2020 / 06,Queens,4,04,404,4630.9,402.8,573.4
2020 / 06,Queens,4,05,405,5693.4,678.2,1089.5
2020 / 06,Queens,4,06,406,3183.6,445.1,449.1
2020 / 06,Queens,4,07,407,7718.7,870.3,1027.2
2020 / 06,Queens,4,08,408,4411.6,512.3,532.7
2020 / 06,Queens,4,09,409,4845.7,530.7,779
2020 / 06,Queens,4,10,410,4817.9,442.3,814.7
2020 / 06,Queens,4,11,411,3693.3,533.5,592
2020 / 06,Queens,4,12,412,8585.7,604,1246.4
2020 / 06,Queens,4,13,413,7129.4,530.1,1228.2
2020 / 06,Queens,4,14,414,3903.7,307.8,382.9
2020 / 06,Staten Island,5,01,501,6633.5,709.1,1124.1
2020 / 06,Staten Island,5,02,502,5191.9,613.6,830.1
2020 / 06,Staten Island,5,03,503,7161.8,857.2,980.5
2020 / 05,Manhattan,1,01,101,1089.3,284.8,245
2020 / 05,Manhattan,1,02,102,1459.8,297.4,278.8
2020 / 05,Manhattan,1,03,103,2674.8,292,346.9
2020 / 05,Manhattan,1,04,104,2061,420.9,438.2
2020 / 05,Manhattan,1,05,105,1017.3,212.6,169.1
2020 / 05,Manhattan,1,06,106,2345.4,454.8,442.6
2020 / 05,Manhattan,1,07,107,3921.4,850,752.6
2020 / 05,Manhattan,1,08,108,3986.3,908.5,797.3
2020 / 05,Manhattan,1,09,109,2171,282.3,326.1
2020 / 05,Manhattan,1,10,110,2615.5,281.1,298.2
2020 / 05,Manhattan,1,11,111,2158.3,218.7,219.7
2020 / 05,Manhattan,1,12,112,4845.6,499.2,582.9
2020 / 05,Bronx,2,01,201,2225.8,150.9,159.2
2020 / 05,Bronx,2,02,202,1689.7,143.6,194.6
2020 / 05,Bronx,2,03,203,2190.1,176.9,247.9
2020 / 05,Bronx,2,04,204,4410.5,321.1,446
2020 / 05,Bronx,2,05,205,3886.9,278.9,402.6
2020 / 05,Bronx,2,06,206,2532.2,189.9,250.6
2020 / 05,Bronx,2,07,207,4027.1,342.8,527.2
2020 / 05,Bronx,2,08,208,2477.3,341.8,420.7
2020 / 05,Bronx,2,09,209,4199.8,274.4,442.9
2020 / 05,Bronx,2,10,210,3101.6,357.9,567.3
2020 / 05,Bronx,2,11,211,3495.3,315.2,472.7
2020 / 05,Bronx,2,12,212,4506.3,417,702.3
2020 / 05,Brooklyn,3,01,301,5289.9,744.4,587
2020 / 05,Brooklyn,3,02,302,2401.4,448,463.7
2020 / 05,Brooklyn,3,03,303,4326.4,426.3,465.2
2020 / 05,Brooklyn,3,04,304,3419.2,323.4,473.4
2020 / 05,Brooklyn,3,05,305,5159.9,293.5,493.1
2020 / 05,Brooklyn,3,06,306,2144.7,505.6,473.5
2020 / 05,Brooklyn,3,07,307,3395.3,415.9,440
2020 / 05,Brooklyn,3,08,308,2710.3,281.2,305.7
2020 / 05,Brooklyn,3,09,309,3016.8,320.3,303.3
2020 / 05,Brooklyn,3,10,310,3591.3,489.8,532.6
2020 / 05,Brooklyn,3,11,311,5251.3,607.5,614.6
2020 / 05,Brooklyn,3,12,312,6182.3,760.3,450.2
2020 / 05,Brooklyn,3,13,313,2157.3,191.6,267.3
2020 / 05,Brooklyn,3,14,314,4849.4,473.9,465.7
2020 / 05,Brooklyn,3,15,315,4743,555.2,573.7
2020 / 05,Brooklyn,3,16,316,2325.3,142.4,220.4
2020 / 05,Brooklyn,3,17,317,4791.8,334.5,519
2020 / 05,Brooklyn,3,18,318,6168.7,599.6,767.5
2020 / 05,Queens,4,01,401,4382.4,609.6,766.9
2020 / 05,Queens,4,02,402,3165.6,425.1,486.5
2020 / 05,Queens,4,03,403,5416.8,398.3,607.4
2020 / 05,Queens,4,04,404,4287.1,356.5,536.6
2020 / 05,Queens,4,05,405,5577.8,601.6,1009
2020 / 05,Queens,4,06,406,2924.6,412.3,442.4
2020 / 05,Queens,4,07,407,7243.8,811.1,936.3
2020 / 05,Queens,4,08,408,4044.8,449.2,481.7
2020 / 05,Queens,4,09,409,4571.6,436,679.9
2020 / 05,Queens,4,10,410,4517.3,378.6,675.9
2020 / 05,Queens,4,11,411,3554.5,465.8,542.8
2020 / 05,Queens,4,12,412,7951,540.6,1050
2020 / 05,Queens,4,13,413,6563.7,474,1065.8
2020 / 05,Queens,4,14,414,3537.2,285.6,370.7
2020 / 05,Staten Island,5,01,501,6495.4,651.4,925.8
2020 / 05,Staten Island,5,02,502,5189,571.5,702.7
2020 / 05,Staten Island,5,03,503,7306.6,853.2,988.1
2020 / 04,Manhattan,1,01,101,924,266.3,241.2
2020 / 04,Manhattan,1,02,102,1259.9,316.3,308.2
2020 / 04,Manhattan,1,03,103,2252.6,266.1,337
2020 / 04,Manhattan,1,04,104,1845.2,402.7,427.6
2020 / 04,Manhattan,1,05,105,900.2,198.8,176.8
2020 / 04,Manhattan,1,06,106,2068.8,435.9,435.3
2020 / 04,Manhattan,1,07,107,3494.5,819.9,775.9
2020 / 04,Manhattan,1,08,108,3609.6,856.8,790.8
2020 / 04,Manhattan,1,09,109,1878.8,221.2,292.4
2020 / 04,Manhattan,1,10,110,2325.6,259.2,300.4
2020 / 04,Manhattan,1,11,111,1896.8,203.5,221.1
2020 / 04,Manhattan,1,12,112,4258.4,440.4,590.3
2020 / 04,Bronx,2,01,201,1923.2,105.3,139.6
2020 / 04,Bronx,2,02,202,1480.8,102,170.9
2020 / 04,Bronx,2,03,203,1931.7,140.6,235.7
2020 / 04,Bronx,2,04,204,3837.1,218.4,383.4
2020 / 04,Bronx,2,05,205,3355.3,189.1,326.6
2020 / 04,Bronx,2,06,206,2197.1,153.9,239.8
2020 / 04,Bronx,2,07,207,3550.1,281.2,499.9
2020 / 04,Bronx,2,08,208,2177.5,326.8,419.6
2020 / 04,Bronx,2,09,209,3568.1,214.5,376.6
2020 / 04,Bronx,2,10,210,2542.8,284.4,485
2020 / 04,Bronx,2,11,211,2906.4,278,420.6
2020 / 04,Bronx,2,12,212,3577.3,357.6,616.3
2020 / 04,Brooklyn,3,01,301,4930.4,701.2,633.5
2020 / 04,Brooklyn,3,02,302,2007.9,450.1,466
2020 / 04,Brooklyn,3,03,303,3798.2,398.5,449.9
2020 / 04,Brooklyn,3,04,304,2908.5,282.3,443.4
2020 / 04,Brooklyn,3,05,305,4405.4,253.4,463.6
2020 / 04,Brooklyn,3,06,306,1865,500.2,479.3
2020 / 04,Brooklyn,3,07,307,2925,390.7,435.7
2020 / 04,Brooklyn,3,08,308,2396.8,286.2,324.9
2020 / 04,Brooklyn,3,09,309,2777.8,284.9,276.5
2020 / 04,Brooklyn,3,10,310,3079,480.5,534.7
2020 / 04,Brooklyn,3,11,311,4554.4,559.8,584.7
2020 / 04,Brooklyn,3,12,312,6179.6,723.8,508.4
2020 / 04,Brooklyn,3,13,313,1852.9,160,234
2020 / 04,Brooklyn,3,14,314,4536.1,449.1,451.7
2020 / 04,Brooklyn,3,15,315,4468.6,543.4,589.2
2020 / 04,Brooklyn,3,16,316,1997,107.7,186.9
2020 / 04,Brooklyn,3,17,317,4078.9,284.3,459
2020 / 04,Brooklyn,3,18,318,5367.7,549.5,690.3
2020 / 04,Queens,4,01,401,3888.5,607.4,768.9
2020 / 04,Queens,4,02,402,2702.2,393,482.4
2020 / 04,Queens,4,03,403,4465.5,335.6,567.5
2020 / 04,Queens,4,04,404,3709.4,303.8,473.1
2020 / 04,Queens,4,05,405,4698.1,586.6,940.5
2020 / 04,Queens,4,06,406,2609.8,390.7,452.9
2020 / 04,Queens,4,07,407,6075.1,782.4,861.1
2020 / 04,Queens,4,08,408,3384.3,430.1,468.7
2020 / 04,Queens,4,09,409,3676.6,391.8,621
2020 / 04,Queens,4,10,410,3617.3,346.3,586.7
2020 / 04,Queens,4,11,411,2874.2,468.8,539.9
2020 / 04,Queens,4,12,412,6478.1,444.2,958.4
2020 / 04,Queens,4,13,413,4935.8,428.6,922.2
2020 / 04,Queens,4,14,414,2843.8,248.7,313.4
2020 / 04,Staten Island,5,01,501,5302.3,627,867.2
2020 / 04,Staten Island,5,02,502,4378.4,560.4,657.5
2020 / 04,Staten Island,5,03,503,6130.2,812.2,905.4
2020 / 03,Manhattan,1,01,101,1311.2,377.9,251.6
2020 / 03,Manhattan,1,02,102,1722.4,455.9,339.9
2020 / 03,Manhattan,1,03,103,2699.6,305.2,313.6
2020 / 03,Manhattan,1,04,104,2278.7,461.3,394.3
2020 / 03,Manhattan,1,05,105,1222.5,287.5,194.8
2020 / 03,Manhattan,1,06,106,2708.7,524,414.5
2020 / 03,Manhattan,1,07,107,4382.9,1067.6,804.7
2020 / 03,Manhattan,1,08,108,4735.4,1128.5,824.2
2020 / 03,Manhattan,1,09,109,2133.6,242.2,264.4
2020 / 03,Manhattan,1,10,110,2487.5,269.5,273.6
2020 / 03,Manhattan,1,11,111,2157,204.8,195.6
2020 / 03,Manhattan,1,12,112,4534.5,421.5,502.1
2020 / 03,Bronx,2,01,201,1971,130.1,160.7
2020 / 03,Bronx,2,02,202,1480,94.9,142.8
2020 / 03,Bronx,2,03,203,1955.4,139.8,219
2020 / 03,Bronx,2,04,204,3893.3,264.4,404.7
2020 / 03,Bronx,2,05,205,3391.8,206.3,335.9
2020 / 03,Bronx,2,06,206,2216.1,156.9,220.7
2020 / 03,Bronx,2,07,207,3584.9,282.7,456.5
2020 / 03,Bronx,2,08,208,2197.2,322.3,399.1
2020 / 03,Bronx,2,09,209,3569.3,216.1,337.3
2020 / 03,Bronx,2,10,210,2277.1,291.5,412.8
2020 / 03,Bronx,2,11,211,2806.9,274.8,359.2
2020 / 03,Bronx,2,12,212,3480,351.9,562.9
2020 / 03,Brooklyn,3,01,301,5676.2,680.3,543.8
2020 / 03,Brooklyn,3,02,302,2372.5,514.1,440
2020 / 03,Brooklyn,3,03,303,3943.5,392.5,408.3
2020 / 03,Brooklyn,3,04,304,2972.4,279.9,400.7
2020 / 03,Brooklyn,3,05,305,4355.6,240.4,407.4
2020 / 03,Brooklyn,3,06,306,1999.5,555.9,453.8
2020 / 03,Brooklyn,3,07,307,3052.6,421.9,425.8
2020 / 03,Brooklyn,3,08,308,2539.6,317.9,322.1
2020 / 03,Brooklyn,3,09,309,2795.8,264.9,236.5
2020 / 03,Brooklyn,3,10,310,3143.7,494.2,493.8
2020 / 03,Brooklyn,3,11,311,4793.8,591.6,550.8
2020 / 03,Brooklyn,3,12,312,6505.4,698.4,477.3
2020 / 03,Brooklyn,3,13,313,1915.1,190.5,227.6
2020 / 03,Brooklyn,3,14,314,4669.4,511,442.1
2020 / 03,Brooklyn,3,15,315,4318.7,587.3,535.1
2020 / 03,Brooklyn,3,16,316,2027,93.8,151.8
2020 / 03,Brooklyn,3,17,317,3965.2,274.7,427.9
2020 / 03,Brooklyn,3,18,318,4845.4,526.4,609.2
2020 / 03,Queens,4,01,401,3937.1,638,700.2
2020 / 03,Queens,4,02,402,2931.5,435.3,445.1
2020 / 03,Queens,4,03,403,4577.8,324.9,483.8
2020 / 03,Queens,4,04,404,3948.8,315.7,428
2020 / 03,Queens,4,05,405,4562.3,594.1,762.2
2020 / 03,Queens,4,06,406,2749.2,398.6,392.8
2020 / 03,Queens,4,07,407,6163.7,788,785.1
2020 / 03,Queens,4,08,408,3454.1,422.7,417.6
2020 / 03,Queens,4,09,409,3613.2,423.5,556.6
2020 / 03,Queens,4,10,410,3461.1,351,515.8
2020 / 03,Queens,4,11,411,2685.3,459.8,468.4
2020 / 03,Queens,4,12,412,5999.5,417.8,829.1
2020 / 03,Queens,4,13,413,4606.7,414.2,816.5
2020 / 03,Queens,4,14,414,2763.7,248.9,266.3
2020 / 03,Staten Island,5,01,501,4932.1,584.8,688.3
2020 / 03,Staten Island,5,02,502,4014.9,545.9,534.3
2020 / 03,Staten Island,5,03,503,5463.3,743.4,707.2
2020 / 02,Manhattan,1,01,101,1285.2,385.4,252.1
2020 / 02,Manhattan,1,02,102,1717.3,412.4,310
2020 / 02,Manhattan,1,03,103,2707.7,308.8,301.4
2020 / 02,Manhattan,1,04,104,2153,472.3,382.8
2020 / 02,Manhattan,1,05,105,1194.2,257.8,171
2020 / 02,Manhattan,1,06,106,2628.2,526.2,408.4
2020 / 02,Manhattan,1,07,107,4253.6,1017.3,758.6
2020 / 02,Manhattan,1,08,108,4690.8,1084.8,812.3
2020 / 02,Manhattan,1,09,109,1979.6,247.7,266.3
2020 / 02,Manhattan,1,10,110,2316.6,229.9,245.6
2020 / 02,Manhattan,1,11,111,2063.2,192.2,181.5
2020 / 02,Manhattan,1,12,112,4166.3,398.2,468.2
2020 / 02,Bronx,2,01,201,1793.6,101.9,122.4
2020 / 02,Bronx,2,02,202,1346.8,92.5,138.4
2020 / 02,Bronx,2,03,203,1731.9,118.4,193.5
2020 / 02,Bronx,2,04,204,3589.5,212.3,335.3
2020 / 02,Bronx,2,05,205,3081.1,178.2,293.7
2020 / 02,Bronx,2,06,206,1972.7,123.2,180.8
2020 / 02,Bronx,2,07,207,3240.4,250.2,420.8
2020 / 02,Bronx,2,08,208,1999.5,286.4,329.9
2020 / 02,Bronx,2,09,209,3262.2,199.7,308.4
2020 / 02,Bronx,2,10,210,2084.6,256.1,370.2
2020 / 02,Bronx,2,11,211,2523.2,238.7,326
2020 / 02,Bronx,2,12,212,3081.5,302.5,502.5
2020 / 02,Brooklyn,3,01,301,5065.6,605.8,451.6
2020 / 02,Brooklyn,3,02,302,2255,479.1,382.4
2020 / 02,Brooklyn,3,03,303,3452.5,330.8,325.7
2020 / 02,Brooklyn,3,04,304,2665.1,236.5,349
2020 / 02,Brooklyn,3,05,305,3871.4,212,343.6
2020 / 02,Brooklyn,3,06,306,1812,491.7,390.4
2020 / 02,Brooklyn,3,07,307,2787,357.8,353.9
2020 / 02,Brooklyn,3,08,308,2306.3,259.5,248.2
2020 / 02,Brooklyn,3,09,309,2630.2,250.3,221.8
2020 / 02,Brooklyn,3,10,310,2818.5,418,408.6
2020 / 02,Brooklyn,3,11,311,4367.3,519.8,483.9
2020 / 02,Brooklyn,3,12,312,5717.2,603.1,395.3
2020 / 02,Brooklyn,3,13,313,1727.2,154.2,194.9
2020 / 02,Brooklyn,3,14,314,4062.5,429.5,360.5
2020 / 02,Brooklyn,3,15,315,3924.1,508.9,443.7
2020 / 02,Brooklyn,3,16,316,1796.4,94.7,146.8
2020 / 02,Brooklyn,3,17,317,3646.5,258.6,382.4
2020 / 02,Brooklyn,3,18,318,4388.2,461.7,525.5
2020 / 02,Queens,4,01,401,3473.8,540.3,576.3
2020 / 02,Queens,4,02,402,2625.6,370.6,361.8
2020 / 02,Queens,4,03,403,4172.5,315.1,435.8
2020 / 02,Queens,4,04,404,3553.1,284.3,384.5
2020 / 02,Queens,4,05,405,4045.7,530.6,650.9
2020 / 02,Queens,4,06,406,2440.6,364.4,333.4
2020 / 02,Queens,4,07,407,5371.4,694.6,661.4
2020 / 02,Queens,4,08,408,3018.5,386.2,358.3
2020 / 02,Queens,4,09,409,3267.8,367.3,467.4
2020 / 02,Queens,4,10,410,2999.8,297.5,435.2
2020 / 02,Queens,4,11,411,2242.2,391.5,373.3
2020 / 02,Queens,4,12,412,5414.7,377.1,742.7
2020 / 02,Queens,4,13,413,4030.4,346.9,719.6
2020 / 02,Queens,4,14,414,2367,212.7,234
2020 / 02,Staten Island,5,01,501,4212.7,515.5,572.9
2020 / 02,Staten Island,5,02,502,3418.3,459.3,428.3
2020 / 02,Staten Island,5,03,503,4510.2,632,579.9
2020 / 01,Manhattan,1,01,101,1347.5,444.1,283
2020 / 01,Manhattan,1,02,102,1856.3,484.6,352.2
2020 / 01,Manhattan,1,03,103,2857,381.9,365.6
2020 / 01,Manhattan,1,04,104,2303.8,541.2,460.7
2020 / 01,Manhattan,1,05,105,1285.2,298.7,201
2020 / 01,Manhattan,1,06,106,2788.6,619.2,487
2020 / 01,Manhattan,1,07,107,4683.6,1140.8,859.9
2020 / 01,Manhattan,1,08,108,5085,1263.7,914.2
2020 / 01,Manhattan,1,09,109,2116.1,286.4,306.2
2020 / 01,Manhattan,1,10,110,2608.2,315.7,317.2
2020 / 01,Manhattan,1,11,111,2237.3,264.8,237.3
2020 / 01,Manhattan,1,12,112,4654.9,506.7,612.3
2020 / 01,Bronx,2,01,201,1973.9,118.8,142
2020 / 01,Bronx,2,02,202,1484.8,125.2,183.9
2020 / 01,Bronx,2,03,203,1927.2,165.4,236.9
2020 / 01,Bronx,2,04,204,3877.7,236.8,388
2020 / 01,Bronx,2,05,205,3304.4,202.3,332.1
2020 / 01,Bronx,2,06,206,2176.8,172.6,236.4
2020 / 01,Bronx,2,07,207,3568.5,308.9,512.6
2020 / 01,Bronx,2,08,208,2250,346.8,406
2020 / 01,Bronx,2,09,209,3664.2,237,365.6
2020 / 01,Bronx,2,10,210,2348.2,339.8,427.6
2020 / 01,Bronx,2,11,211,2821.3,312.8,374.3
2020 / 01,Bronx,2,12,212,3496.6,389,618.1
2020 / 01,Brooklyn,3,01,301,5299.1,714.1,545
2020 / 01,Brooklyn,3,02,302,2450.4,582.7,463.8
2020 / 01,Brooklyn,3,03,303,3885.9,425.4,415.9
2020 / 01,Brooklyn,3,04,304,2947.4,297,403.6
2020 / 01,Brooklyn,3,05,305,4358.6,288.2,459.3
2020 / 01,Brooklyn,3,06,306,2081.9,611.8,473.8
2020 / 01,Brooklyn,3,07,307,3132.2,444.3,435.2
2020 / 01,Brooklyn,3,08,308,2583.3,306.6,303.5
2020 / 01,Brooklyn,3,09,309,2879.2,307.5,285.8
2020 / 01,Brooklyn,3,10,310,3221.2,528.5,502.9
2020 / 01,Brooklyn,3,11,311,4881.9,647.8,589.8
2020 / 01,Brooklyn,3,12,312,6084.9,693.1,454.2
2020 / 01,Brooklyn,3,13,313,1931.7,194.2,251.9
2020 / 01,Brooklyn,3,14,314,4583.6,488.9,410.3
2020 / 01,Brooklyn,3,15,315,4310.6,606.8,519.6
2020 / 01,Brooklyn,3,16,316,2022.3,125.5,188
2020 / 01,Brooklyn,3,17,317,4047.7,318.6,472.3
2020 / 01,Brooklyn,3,18,318,5060.7,591.8,644.6
2020 / 01,Queens,4,01,401,3935.7,662.1,696.1
2020 / 01,Queens,4,02,402,2927,461.1,438.2
2020 / 01,Queens,4,03,403,4658.7,410.6,540.7
2020 / 01,Queens,4,04,404,3990.8,383.7,487.1
2020 / 01,Queens,4,05,405,4562.5,691.3,779.1
2020 / 01,Queens,4,06,406,2749.6,459.8,414.8
2020 / 01,Queens,4,07,407,6075.7,843.4,788.1
2020 / 01,Queens,4,08,408,3374.4,468.9,411.6
2020 / 01,Queens,4,09,409,3634.3,463.6,552.2
2020 / 01,Queens,4,10,410,3409.9,386.4,506.1
2020 / 01,Queens,4,11,411,2615.7,497.4,456.6
2020 / 01,Queens,4,12,412,6084.4,483.9,875.9
2020 / 01,Queens,4,13,413,4520.2,448.6,857.4
2020 / 01,Queens,4,14,414,2703.6,267,279.4
2020 / 01,Staten Island,5,01,501,4751,650.1,713.9
2020 / 01,Staten Island,5,02,502,3946.9,586,534.8
2020 / 01,Staten Island,5,03,503,5351.9,856.2,761.6
2019 / 12,Manhattan,1,01,101,1362.1,474.9,273.6
2019 / 12,Manhattan,1,02,102,1885.9,525.5,340.4
2019 / 12,Manhattan,1,03,103,2903.3,320.7,286.2
2019 / 12,Manhattan,1,04,104,2359.9,537.4,391
2019 / 12,Manhattan,1,05,105,1331.1,340.8,191.1
2019 / 12,Manhattan,1,06,106,2864.3,631.3,428.3
2019 / 12,Manhattan,1,07,107,4854,1309,847
2019 / 12,Manhattan,1,08,108,5218.6,1335.7,844.1
2019 / 12,Manhattan,1,09,109,2234,286,267.1
2019 / 12,Manhattan,1,10,110,2712.6,291.2,260.2
2019 / 12,Manhattan,1,11,111,2371.5,211.1,173.3
2019 / 12,Manhattan,1,12,112,4914.2,515.9,524.4
2019 / 12,Bronx,2,01,201,2030.1,164.9,176.5
2019 / 12,Bronx,2,02,202,1503.1,132.7,160.4
2019 / 12,Bronx,2,03,203,1937.3,136.7,192
2019 / 12,Bronx,2,04,204,3873,317.1,397.3
2019 / 12,Bronx,2,05,205,3355.7,244.5,341.3
2019 / 12,Bronx,2,06,206,2218.4,152.4,191.7
2019 / 12,Bronx,2,07,207,3573.7,336.6,482.6
2019 / 12,Bronx,2,08,208,2355.4,403.2,417.3
2019 / 12,Bronx,2,09,209,3636.9,267.3,365.8
2019 / 12,Bronx,2,10,210,2406.8,366.7,457.4
2019 / 12,Bronx,2,11,211,2866.3,350.8,380.7
2019 / 12,Bronx,2,12,212,3682.7,423.2,610.3
2019 / 12,Brooklyn,3,01,301,5652,742.4,511.5
2019 / 12,Brooklyn,3,02,302,2511.6,583.5,407
2019 / 12,Brooklyn,3,03,303,4150.4,433.9,395.1
2019 / 12,Brooklyn,3,04,304,3077.4,325.9,379.3
2019 / 12,Brooklyn,3,05,305,4694.9,318,431.9
2019 / 12,Brooklyn,3,06,306,2159.6,657.7,452.1
2019 / 12,Brooklyn,3,07,307,3194.3,476.8,415
2019 / 12,Brooklyn,3,08,308,2782.1,359.9,304.6
2019 / 12,Brooklyn,3,09,309,3118.5,296.9,253.3
2019 / 12,Brooklyn,3,10,310,3368.3,605.8,493
2019 / 12,Brooklyn,3,11,311,5000.6,707.1,569.9
2019 / 12,Brooklyn,3,12,312,6254.3,738.6,450.2
2019 / 12,Brooklyn,3,13,313,2002,213.7,227.2
2019 / 12,Brooklyn,3,14,314,4899.9,579.6,417.4
2019 / 12,Brooklyn,3,15,315,4561.4,676.6,505.4
2019 / 12,Brooklyn,3,16,316,2152.2,122.4,150.9
2019 / 12,Brooklyn,3,17,317,4595.5,371,494.8
2019 / 12,Brooklyn,3,18,318,5595.3,715.3,662.9
2019 / 12,Queens,4,01,401,4111.7,725.5,667.8
2019 / 12,Queens,4,02,402,2993.6,509.8,413.9
2019 / 12,Queens,4,03,403,4953,426.6,496.4
2019 / 12,Queens,4,04,404,4066.2,385.6,437.1
2019 / 12,Queens,4,05,405,4870.1,775.8,758.6
2019 / 12,Queens,4,06,406,2886.2,468.3,374
2019 / 12,Queens,4,07,407,6346.1,961.7,772.3
2019 / 12,Queens,4,08,408,3656.9,529.7,409.4
2019 / 12,Queens,4,09,409,3854.8,535.6,550.9
2019 / 12,Queens,4,10,410,3820.2,479.6,523.4
2019 / 12,Queens,4,11,411,2859.3,561.2,461.2
2019 / 12,Queens,4,12,412,6798.7,552.4,933.7
2019 / 12,Queens,4,13,413,5115.6,529.9,873.9
2019 / 12,Queens,4,14,414,2865.5,312.7,290.8
2019 / 12,Staten Island,5,01,501,5329.7,748,741.3
2019 / 12,Staten Island,5,02,502,4279.2,665.8,546
2019 / 12,Staten Island,5,03,503,5875.4,968.6,739.1
2019 / 11,Manhattan,1,01,101,1396.7,426.4,260.9
2019 / 11,Manhattan,1,02,102,1925.9,457,314.1
2019 / 11,Manhattan,1,03,103,2916.3,309.2,295.4
2019 / 11,Manhattan,1,04,104,2349.6,497.9,391
2019 / 11,Manhattan,1,05,105,1323,290.4,180.4
2019 / 11,Manhattan,1,06,106,2859.2,560.4,413
2019 / 11,Manhattan,1,07,107,4784.6,1150.2,769.6
2019 / 11,Manhattan,1,08,108,5271.4,1273.9,819.1
2019 / 11,Manhattan,1,09,109,2186.3,285,270.8
2019 / 11,Manhattan,1,10,110,2596.4,249.8,235.8
2019 / 11,Manhattan,1,11,111,2263.8,196.5,181.6
2019 / 11,Manhattan,1,12,112,4661.7,398,462.2
2019 / 11,Bronx,2,01,201,1915.8,116.7,134
2019 / 11,Bronx,2,02,202,1432,90.5,128.9
2019 / 11,Bronx,2,03,203,1789.4,114.9,184.2
2019 / 11,Bronx,2,04,204,3821.9,225.2,354
2019 / 11,Bronx,2,05,205,3276.5,196.8,312.6
2019 / 11,Bronx,2,06,206,2098.4,128.1,178.7
2019 / 11,Bronx,2,07,207,3460.4,246.6,413.1
2019 / 11,Bronx,2,08,208,2260.4,316.3,337.7
2019 / 11,Bronx,2,09,209,3557.8,195,309.1
2019 / 11,Bronx,2,10,210,2384.4,271.7,385.1
2019 / 11,Bronx,2,11,211,2753.6,267.1,308.6
2019 / 11,Bronx,2,12,212,3427.3,329.5,533.6
2019 / 11,Brooklyn,3,01,301,5376.1,610.5,424.5
2019 / 11,Brooklyn,3,02,302,2528,511.6,395.3
2019 / 11,Brooklyn,3,03,303,3943,347.6,327.7
2019 / 11,Brooklyn,3,04,304,2997.9,261.4,351.7
2019 / 11,Brooklyn,3,05,305,4322.3,225.7,353.6
2019 / 11,Brooklyn,3,06,306,2082.6,558.2,409.4
2019 / 11,Brooklyn,3,07,307,3096.8,385.1,375.4
